,From,To,Product_ID,Demand,trfQty
1853,Surabaya-WH19,Surabaya-WH15,PROD1071,598,11
1854,Surabaya-WH20,Surabaya-WH15,PROD1071,598,33
1855,Supplier,Bandung-WH3,PROD1071,312,312
1856,Supplier,Surabaya-WH4,PROD1071,207,207
1857,Supplier,Jakarta-WH5,PROD1071,700,700
1858,Supplier,Surabaya-WH8,PROD1071,621,621
1859,Supplier,Bandung-WH9,PROD1071,350,350
1860,Supplier,Jakarta-WH12,PROD1071,125,125
1861,Supplier,Jakarta-WH13,PROD1071,391,391
1862,Supplier,Bandung-WH16,PROD1071,700,493
1863,Supplier,Bali-WH18,PROD1071,506,506
1864,Supplier,Surabaya-WH20,PROD1071,145,145
1865,Surabaya-WH1,Jakarta-WH12,PROD1092,672,287
1866,Surabaya-WH1,Jakarta-WH14,PROD1092,338,132
1867,Surabaya-WH4,Jakarta-WH2,PROD1092,312,41
1868,Surabaya-WH4,Bali-WH11,PROD1092,480,59
1869,Jakarta-WH7,Jakarta-WH2,PROD1092,312,51
1870,Jakarta-WH7,Jakarta-WH12,PROD1092,672,326
1871,Surabaya-WH8,Bandung-WH3,PROD1092,264,158
1872,Surabaya-WH8,Jakarta-WH5,PROD1092,75,29
1873,Surabaya-WH8,Bandung-WH16,PROD1092,650,6
1874,Surabaya-WH8,Bali-WH18,PROD1092,504,50
1875,Bandung-WH9,Bandung-WH6,PROD1092,475,247
1876,Surabaya-WH10,Bandung-WH6,PROD1092,475,112
1877,Surabaya-WH10,Bandung-WH16,PROD1092,650,297
1878,Jakarta-WH13,Jakarta-WH14,PROD1092,338,125
1879,Bali-WH17,Bali-WH11,PROD1092,480,323
1880,Surabaya-WH20,Jakarta-WH2,PROD1092,312,130
1881,Surabaya-WH20,Bandung-WH6,PROD1092,475,39
1882,Surabaya-WH20,Surabaya-WH15,PROD1092,408,144
1883,Surabaya-WH20,Surabaya-WH19,PROD1092,300,20
1884,Supplier,Jakarta-WH2,PROD1092,312,28
1885,Supplier,Jakarta-WH7,PROD1092,144,144
1886,Supplier,Bandung-WH9,PROD1092,264,264
1887,Supplier,Surabaya-WH10,PROD1092,506,506
1888,Supplier,Surabaya-WH20,PROD1092,360,360
1889,Jakarta-WH2,Jakarta-WH7,PROD1139,425,59
1890,Jakarta-WH2,Jakarta-WH13,PROD1139,576,48
1891,Bandung-WH6,Surabaya-WH10,PROD1139,494,99
1892,Bandung-WH6,Bali-WH18,PROD1139,598,98
1893,Surabaya-WH8,Surabaya-WH1,PROD1139,725,254
1894,Surabaya-WH8,Surabaya-WH10,PROD1139,494,112
1895,Bandung-WH9,Jakarta-WH5,PROD1139,500,310
1896,Bandung-WH9,Bali-WH11,PROD1139,648,56
1897,Bandung-WH9,Jakarta-WH13,PROD1139,576,89
1898,Jakarta-WH12,Jakarta-WH13,PROD1139,576,410
1899,Jakarta-WH14,Jakarta-WH5,PROD1139,500,106
1900,Surabaya-WH15,Surabaya-WH1,PROD1139,725,14
1901,Bandung-WH16,Bandung-WH3,PROD1139,72,63
1902,Bandung-WH16,Bali-WH11,PROD1139,648,168
1903,Bandung-WH16,Bali-WH18,PROD1139,598,208
1904,Bali-WH17,Bali-WH18,PROD1139,598,242
1905,Surabaya-WH19,Surabaya-WH1,PROD1139,725,99
1906,Surabaya-WH20,Surabaya-WH4,PROD1139,416,90
1907,Surabaya-WH20,Surabaya-WH10,PROD1139,494,135
1908,Supplier,Surabaya-WH1,PROD1139,725,238
1909,Supplier,Bandung-WH6,PROD1139,275,275
1910,Supplier,Surabaya-WH8,PROD1139,92,92
1911,Supplier,Bandung-WH9,PROD1139,250,250
1912,Supplier,Jakarta-WH12,PROD1139,594,594
1913,Supplier,Jakarta-WH14,PROD1139,650,650
1914,Supplier,Bandung-WH16,PROD1139,275,275
1915,Surabaya-WH1,Bandung-WH3,PROD1027,600,29
1916,Jakarta-WH2,Jakarta-WH13,PROD1027,672,339
1917,Surabaya-WH4,Bandung-WH9,PROD1027,529,147
1918,Surabaya-WH4,Bandung-WH16,PROD1027,725,35
1919,Jakarta-WH5,Jakarta-WH12,PROD1027,375,119
1920,Jakarta-WH5,Jakarta-WH13,PROD1027,672,118
1921,Bandung-WH6,Bandung-WH16,PROD1027,725,350
1922,Surabaya-WH8,Bandung-WH9,PROD1027,529,68
1923,Surabaya-WH8,Jakarta-WH12,PROD1027,375,53
1924,Surabaya-WH8,Bali-WH18,PROD1027,390,72
1925,Surabaya-WH8,Surabaya-WH20,PROD1027,756,114
1926,Surabaya-WH10,Bali-WH17,PROD1027,720,104
1927,Surabaya-WH10,Bali-WH18,PROD1027,390,123
1928,Bali-WH11,Bali-WH17,PROD1027,720,229
1929,Jakarta-WH14,Jakarta-WH7,PROD1027,350,116
1930,Jakarta-WH14,Jakarta-WH13,PROD1027,672,96
1931,Surabaya-WH15,Surabaya-WH20,PROD1027,756,144
1932,Surabaya-WH19,Bandung-WH3,PROD1027,600,276
1933,Surabaya-WH19,Bali-WH18,PROD1027,390,90
1934,Supplier,Surabaya-WH1,PROD1027,230,230
1935,Supplier,Jakarta-WH2,PROD1027,624,624
1936,Supplier,Surabaya-WH4,PROD1027,48,48
1937,Supplier,Jakarta-WH5,PROD1027,575,575
1938,Supplier,Bandung-WH6,PROD1027,234,234
1939,Supplier,Surabaya-WH8,PROD1027,208,208
1940,Supplier,Surabaya-WH10,PROD1027,240,240
1941,Supplier,Surabaya-WH15,PROD1027,550,550
1942,Supplier,Bali-WH17,PROD1027,720,367
1943,Supplier,Surabaya-WH19,PROD1027,648,648
1944,Jakarta-WH2,Bandung-WH6,PROD1028,621,43
1945,Jakarta-WH5,Bandung-WH3,PROD1028,176,66
1946,Jakarta-WH5,Bandung-WH9,PROD1028,690,209
1947,Jakarta-WH5,Surabaya-WH10,PROD1028,494,15
1948,Jakarta-WH7,Surabaya-WH10,PROD1028,494,174
1949,Surabaya-WH8,Surabaya-WH1,PROD1028,621,112
1950,Surabaya-WH8,Bali-WH11,PROD1028,338,54
1951,Surabaya-WH8,Bali-WH17,PROD1028,432,43
1952,Jakarta-WH12,Bandung-WH3,PROD1028,176,23
1953,Jakarta-WH12,Surabaya-WH4,PROD1028,130,33
1954,Jakarta-WH12,Surabaya-WH19,PROD1028,575,127
1955,Jakarta-WH13,Bandung-WH3,PROD1028,176,29
1956,Jakarta-WH14,Bandung-WH6,PROD1028,621,8
1957,Jakarta-WH14,Bandung-WH9,PROD1028,690,381
1958,Surabaya-WH15,Bali-WH17,PROD1028,432,138
1959,Bandung-WH16,Bali-WH11,PROD1028,338,283
1960,Bandung-WH16,Bali-WH18,PROD1028,575,202
1961,Surabaya-WH20,Surabaya-WH1,PROD1028,621,222
1962,Surabaya-WH20,Surabaya-WH10,PROD1028,494,190
1963,Supplier,Jakarta-WH5,PROD1028,575,575
1964,Supplier,Bandung-WH6,PROD1028,621,115
1965,Supplier,Jakarta-WH12,PROD1028,416,416
1966,Supplier,Jakarta-WH13,PROD1028,725,725
1967,Supplier,Jakarta-WH14,PROD1028,462,462
1968,Supplier,Bandung-WH16,PROD1028,475,475
1969,Supplier,Surabaya-WH20,PROD1028,494,494
1970,Surabaya-WH1,Bali-WH18,PROD1036,475,19
1971,Jakarta-WH2,Bandung-WH9,PROD1036,650,232
1972,Jakarta-WH2,Jakarta-WH13,PROD1036,475,32
1973,Surabaya-WH4,Surabaya-WH8,PROD1036,528,142
1974,Surabaya-WH4,Surabaya-WH10,PROD1036,575,185
1975,Jakarta-WH5,Bandung-WH9,PROD1036,650,82
1976,Bandung-WH6,Bandung-WH9,PROD1036,650,145
1977,Jakarta-WH7,Jakarta-WH12,PROD1036,720,66
1978,Jakarta-WH7,Jakarta-WH13,PROD1036,475,323
1979,Jakarta-WH14,Bandung-WH3,PROD1036,264,82
1980,Jakarta-WH14,Jakarta-WH12,PROD1036,720,283
1981,Surabaya-WH15,Surabaya-WH8,PROD1036,528,173
1982,Surabaya-WH15,Bali-WH11,PROD1036,322,127
1983,Bandung-WH16,Bandung-WH9,PROD1036,650,138
1984,Bandung-WH16,Bali-WH18,PROD1036,475,287
1985,Bali-WH17,Bali-WH11,PROD1036,322,145
1986,Bali-WH17,Bali-WH18,PROD1036,475,111
1987,Surabaya-WH20,Surabaya-WH8,PROD1036,528,80
1988,Surabaya-WH20,Surabaya-WH19,PROD1036,750,334
1989,Supplier,Jakarta-WH2,PROD1036,144,144
1990,Supplier,Bandung-WH6,PROD1036,725,725
1991,Supplier,Jakarta-WH7,PROD1036,52,52
1992,Supplier,Jakarta-WH14,PROD1036,250,250
1993,Supplier,Bandung-WH16,PROD1036,552,552
1994,Supplier,Bali-WH17,PROD1036,260,72
1995,Supplier,Surabaya-WH20,PROD1036,442,442
1996,Bandung-WH3,Bandung-WH6,PROD1038,336,111
1997,Bandung-WH3,Surabaya-WH19,PROD1038,550,91
1998,Jakarta-WH5,Jakarta-WH2,PROD1038,650,192
1999,Jakarta-WH5,Jakarta-WH13,PROD1038,216,79
2000,Jakarta-WH5,Jakarta-WH14,PROD1038,442,52
2001,Jakarta-WH7,Jakarta-WH2,PROD1038,650,93
2002,Surabaya-WH8,Surabaya-WH10,PROD1038,648,347
2003,Bandung-WH9,Surabaya-WH4,PROD1038,600,241
2004,Bandung-WH9,Bandung-WH6,PROD1038,336,12
2005,Jakarta-WH12,Jakarta-WH2,PROD1038,650,12
2006,Jakarta-WH12,Surabaya-WH4,PROD1038,600,26
2007,Bandung-WH16,Surabaya-WH1,PROD1038,325,32
2008,Bandung-WH16,Bandung-WH6,PROD1038,336,177
2009,Bandung-WH16,Surabaya-WH10,PROD1038,648,150
2010,Bali-WH17,Bali-WH11,PROD1038,156,95
2011,Bali-WH17,Bali-WH18,PROD1038,624,59
2012,Bali-WH17,Surabaya-WH19,PROD1038,550,104
2013,Surabaya-WH20,Surabaya-WH4,PROD1038,600,274
2014,Supplier,Bandung-WH3,PROD1038,550,550
2015,Supplier,Surabaya-WH8,PROD1038,192,192
2016,Supplier,Bandung-WH9,PROD1038,375,375
2017,Supplier,Surabaya-WH15,PROD1038,575,75
2018,Supplier,Bandung-WH16,PROD1038,494,494
2019,Supplier,Bali-WH17,PROD1038,672,672
2020,Supplier,Bali-WH18,PROD1038,624,552
2021,Jakarta-WH2,Surabaya-WH4,PROD1043,462,14
2022,Jakarta-WH2,Surabaya-WH10,PROD1043,644,208
2023,Bandung-WH3,Bali-WH18,PROD1043,750,268
2024,Jakarta-WH5,Surabaya-WH4,PROD1043,462,61
2025,Bandung-WH6,Bali-WH18,PROD1043,750,14
2026,Jakarta-WH7,Surabaya-WH1,PROD1043,456,187
2027,Jakarta-WH7,Surabaya-WH10,PROD1043,644,22
2028,Surabaya-WH8,Bali-WH17,PROD1043,650,147
2029,Bandung-WH9,Bali-WH17,PROD1043,650,212
2030,Jakarta-WH12,Surabaya-WH4,PROD1043,462,18
2031,Jakarta-WH12,Jakarta-WH14,PROD1043,494,53
2032,Jakarta-WH12,Bandung-WH16,PROD1043,460,251
2033,Jakarta-WH13,Surabaya-WH10,PROD1043,644,67
2034,Surabaya-WH15,Bali-WH11,PROD1043,374,107
2035,Surabaya-WH19,Surabaya-WH10,PROD1043,644,238
2036,Surabaya-WH19,Bali-WH17,PROD1043,650,110
2037,Surabaya-WH20,Bali-WH11,PROD1043,374,106
2038,Surabaya-WH20,Bali-WH17,PROD1043,650,65
2039,Surabaya-WH20,Bali-WH18,PROD1043,750,82
2040,Supplier,Bandung-WH3,PROD1043,442,442
2041,Supplier,Jakarta-WH7,PROD1043,391,391
2042,Supplier,Bandung-WH9,PROD1043,48,48
2043,Supplier,Jakarta-WH13,PROD1043,720,720
2044,Supplier,Surabaya-WH20,PROD1043,200,137
2045,Surabaya-WH1,Bali-WH11,PROD1117,437,17
2046,Jakarta-WH2,Jakarta-WH7,PROD1117,675,332
2047,Jakarta-WH2,Jakarta-WH14,PROD1117,552,64
2048,Bandung-WH3,Bandung-WH6,PROD1117,336,138
2049,Surabaya-WH4,Bali-WH11,PROD1117,437,8
2050,Surabaya-WH4,Bali-WH18,PROD1117,504,481
2051,Jakarta-WH5,Jakarta-WH12,PROD1117,624,49
2052,Surabaya-WH8,Bandung-WH6,PROD1117,336,16
2053,Surabaya-WH8,Jakarta-WH12,PROD1117,624,108
2054,Surabaya-WH8,Surabaya-WH19,PROD1117,425,28
2055,Surabaya-WH8,Surabaya-WH20,PROD1117,648,192
2056,Bandung-WH9,Bandung-WH6,PROD1117,336,60
2057,Surabaya-WH10,Bali-WH11,PROD1117,437,40
2058,Surabaya-WH10,Jakarta-WH12,PROD1117,624,3
2059,Surabaya-WH10,Jakarta-WH14,PROD1117,552,109
2060,Surabaya-WH10,Bali-WH17,PROD1117,459,253
2061,Jakarta-WH13,Jakarta-WH14,PROD1117,552,34
2062,Surabaya-WH15,Surabaya-WH20,PROD1117,648,378
2063,Bandung-WH16,Bandung-WH6,PROD1117,336,101
2064,Supplier,Surabaya-WH1,PROD1117,650,216
2065,Supplier,Jakarta-WH2,PROD1117,368,368
2066,Supplier,Bandung-WH3,PROD1117,696,696
2067,Supplier,Surabaya-WH4,PROD1117,168,168
2068,Supplier,Surabaya-WH10,PROD1117,754,754
2069,Supplier,Jakarta-WH13,PROD1117,312,312
2070,Jakarta-WH5,Jakarta-WH2,PROD1005,576,239
2071,Jakarta-WH5,Jakarta-WH7,PROD1005,648,18
2072,Jakarta-WH5,Jakarta-WH12,PROD1005,500,82
2073,Bandung-WH6,Jakarta-WH12,PROD1005,500,131
2074,Surabaya-WH8,Surabaya-WH4,PROD1005,532,152
2075,Surabaya-WH8,Jakarta-WH7,PROD1005,648,24
2076,Surabaya-WH8,Surabaya-WH10,PROD1005,720,192
2077,Bali-WH11,Bandung-WH9,PROD1005,600,85
2078,Bali-WH11,Bali-WH18,PROD1005,550,65
2079,Jakarta-WH13,Jakarta-WH7,PROD1005,648,464
2080,Jakarta-WH14,Jakarta-WH7,PROD1005,648,76
2081,Surabaya-WH15,Surabaya-WH4,PROD1005,532,91
2082,Bandung-WH16,Jakarta-WH2,PROD1005,576,187
2083,Bandung-WH16,Bandung-WH9,PROD1005,600,209
2084,Bali-WH17,Bandung-WH3,PROD1005,288,275
2085,Bali-WH17,Bandung-WH9,PROD1005,600,128
2086,Surabaya-WH19,Surabaya-WH1,PROD1005,234,66
2087,Surabaya-WH19,Surabaya-WH10,PROD1005,720,225
2088,Surabaya-WH20,Surabaya-WH10,PROD1005,720,103
2089,Supplier,Jakarta-WH5,PROD1005,312,312
2090,Supplier,Bandung-WH6,PROD1005,253,253
2091,Supplier,Jakarta-WH13,PROD1005,648,648
2092,Supplier,Jakarta-WH14,PROD1005,425,425
2093,Supplier,Surabaya-WH15,PROD1005,598,598
2094,Supplier,Bandung-WH16,PROD1005,725,696
2095,Supplier,Surabaya-WH20,PROD1005,600,600
2096,Surabaya-WH1,Surabaya-WH19,PROD1007,750,495
2097,Jakarta-WH2,Surabaya-WH15,PROD1007,400,142
2098,Surabaya-WH4,Surabaya-WH10,PROD1007,572,197
2099,Surabaya-WH4,Surabaya-WH20,PROD1007,624,252
2100,Bandung-WH6,Bandung-WH3,PROD1007,375,10
2101,Bandung-WH6,Bali-WH17,PROD1007,625,137
2102,Surabaya-WH8,Surabaya-WH10,PROD1007,572,42
2103,Bandung-WH9,Bandung-WH3,PROD1007,375,47
2104,Bandung-WH9,Surabaya-WH15,PROD1007,400,100
2105,Bali-WH11,Bali-WH17,PROD1007,625,255
2106,Jakarta-WH12,Jakarta-WH5,PROD1007,672,12
2107,Jakarta-WH12,Jakarta-WH14,PROD1007,552,52
2108,Jakarta-WH12,Surabaya-WH15,PROD1007,400,59
2109,Jakarta-WH12,Surabaya-WH19,PROD1007,750,78
2110,Jakarta-WH12,Surabaya-WH20,PROD1007,624,160
2111,Jakarta-WH13,Jakarta-WH5,PROD1007,672,205
2112,Jakarta-WH13,Jakarta-WH7,PROD1007,288,251
2113,Bandung-WH16,Bandung-WH3,PROD1007,375,65
2114,Bali-WH18,Bali-WH17,PROD1007,625,8
2115,Supplier,Surabaya-WH1,PROD1007,456,456
2116,Supplier,Surabaya-WH4,PROD1007,338,338
2117,Supplier,Bandung-WH6,PROD1007,336,336
2118,Supplier,Surabaya-WH8,PROD1007,575,575
2119,Supplier,Bandung-WH9,PROD1007,650,579
2120,Supplier,Bali-WH11,PROD1007,120,120
2121,Supplier,Jakarta-WH12,PROD1007,504,504
2122,Supplier,Jakarta-WH13,PROD1007,375,375
2123,Supplier,Bandung-WH16,PROD1007,375,375
2124,Surabaya-WH1,Bandung-WH16,PROD1052,676,137
2125,Jakarta-WH2,Jakarta-WH5,PROD1052,675,242
2126,Surabaya-WH4,Bandung-WH3,PROD1052,345,282
2127,Surabaya-WH4,Bandung-WH6,PROD1052,437,45
2128,Surabaya-WH8,Jakarta-WH5,PROD1052,675,17
2129,Bandung-WH9,Bandung-WH6,PROD1052,437,54
2130,Bandung-WH9,Bandung-WH16,PROD1052,676,189
2131,Surabaya-WH10,Jakarta-WH5,PROD1052,675,72
2132,Surabaya-WH10,Surabaya-WH15,PROD1052,312,69
2133,Surabaya-WH10,Bali-WH18,PROD1052,644,92
2134,Bali-WH11,Bali-WH17,PROD1052,408,90
2135,Jakarta-WH12,Jakarta-WH14,PROD1052,528,170
2136,Jakarta-WH13,Jakarta-WH5,PROD1052,675,7
2137,Jakarta-WH13,Jakarta-WH7,PROD1052,575,211
2138,Jakarta-WH13,Jakarta-WH14,PROD1052,528,132
2139,Surabaya-WH19,Bandung-WH6,PROD1052,437,218
2140,Surabaya-WH19,Bali-WH17,PROD1052,408,45
2141,Surabaya-WH19,Bali-WH18,PROD1052,644,219
2142,Surabaya-WH20,Jakarta-WH5,PROD1052,675,316
2143,Supplier,Surabaya-WH1,PROD1052,650,650
2144,Supplier,Jakarta-WH2,PROD1052,288,288
2145,Supplier,Surabaya-WH4,PROD1052,550,550
2146,Supplier,Surabaya-WH8,PROD1052,648,648
2147,Supplier,Bandung-WH9,PROD1052,175,175
2148,Supplier,Bali-WH11,PROD1052,234,234
2149,Supplier,Jakarta-WH12,PROD1052,312,312
2150,Supplier,Jakarta-WH13,PROD1052,144,144
2151,Supplier,Bali-WH18,PROD1052,644,104
2152,Supplier,Surabaya-WH19,PROD1052,312,312
2153,Supplier,Surabaya-WH20,PROD1052,253,253
2154,Jakarta-WH2,Bandung-WH16,PROD1075,725,245
2155,Jakarta-WH7,Jakarta-WH5,PROD1075,360,40
2156,Surabaya-WH8,Surabaya-WH4,PROD1075,725,38
2157,Surabaya-WH8,Bandung-WH6,PROD1075,384,131
2158,Bali-WH11,Bandung-WH3,PROD1075,480,166
2159,Bali-WH11,Bandung-WH9,PROD1075,400,8
2160,Bali-WH11,Bandung-WH16,PROD1075,725,101
2161,Jakarta-WH12,Jakarta-WH5,PROD1075,360,16
2162,Jakarta-WH14,Jakarta-WH5,PROD1075,360,177
2163,Jakarta-WH14,Jakarta-WH13,PROD1075,250,26
2164,Jakarta-WH14,Bandung-WH16,PROD1075,725,168
2165,Surabaya-WH15,Bandung-WH16,PROD1075,725,81
2166,Bali-WH17,Bandung-WH6,PROD1075,384,118
2167,Bali-WH17,Bali-WH18,PROD1075,192,3
2168,Surabaya-WH19,Surabaya-WH4,PROD1075,725,344
2169,Surabaya-WH20,Surabaya-WH1,PROD1075,250,5
2170,Surabaya-WH20,Bandung-WH3,PROD1075,480,144
2171,Surabaya-WH20,Surabaya-WH4,PROD1075,725,34
2172,Surabaya-WH20,Surabaya-WH10,PROD1075,364,134
2173,Supplier,Surabaya-WH15,PROD1075,312,92
2174,Supplier,Bali-WH17,PROD1075,275,275
2175,Supplier,Surabaya-WH19,PROD1075,408,408
2176,Supplier,Surabaya-WH20,PROD1075,264,264
2177,Surabaya-WH1,Bandung-WH3,PROD1079,300,182
2178,Surabaya-WH1,Surabaya-WH10,PROD1079,432,142
2179,Surabaya-WH1,Bali-WH11,PROD1079,648,71
2180,Jakarta-WH2,Jakarta-WH5,PROD1079,672,167
2181,Jakarta-WH2,Jakarta-WH14,PROD1079,575,178
2182,Surabaya-WH4,Bandung-WH6,PROD1079,156,16
2183,Surabaya-WH4,Bali-WH11,PROD1079,648,160
2184,Jakarta-WH7,Bandung-WH3,PROD1079,300,31
2185,Jakarta-WH7,Jakarta-WH14,PROD1079,575,95
2186,Surabaya-WH8,Bali-WH11,PROD1079,648,126
2187,Bandung-WH9,Bandung-WH6,PROD1079,156,9
2188,Bandung-WH9,Bandung-WH16,PROD1079,725,287
2189,Jakarta-WH12,Jakarta-WH14,PROD1079,575,73
2190,Jakarta-WH13,Jakarta-WH5,PROD1079,672,226
2191,Surabaya-WH15,Surabaya-WH10,PROD1079,432,23
2192,Bali-WH17,Bali-WH11,PROD1079,648,36
2193,Surabaya-WH19,Surabaya-WH10,PROD1079,432,91
2194,Surabaya-WH19,Bali-WH18,PROD1079,725,177
2195,Surabaya-WH20,Bali-WH18,PROD1079,725,154
2196,Supplier,Surabaya-WH1,PROD1079,780,780
2197,Supplier,Jakarta-WH7,PROD1079,468,468
2198,Supplier,Bandung-WH9,PROD1079,325,325
2199,Supplier,Jakarta-WH12,PROD1079,25,25
2200,Supplier,Jakarta-WH13,PROD1079,96,96
2201,Supplier,Surabaya-WH15,PROD1079,494,494
2202,Supplier,Bali-WH17,PROD1079,810,810
2203,Supplier,Surabaya-WH19,PROD1079,288,288
2204,Supplier,Surabaya-WH20,PROD1079,644,559
2205,Surabaya-WH1,Bali-WH17,PROD1085,416,205
2206,Jakarta-WH2,Jakarta-WH14,PROD1085,598,84
2207,Bandung-WH3,Jakarta-WH14,PROD1085,598,83
2208,Surabaya-WH4,Surabaya-WH8,PROD1085,506,63
2209,Jakarta-WH5,Jakarta-WH14,PROD1085,598,118
2210,Bandung-WH6,Bandung-WH9,PROD1085,552,81
2211,Bandung-WH6,Jakarta-WH13,PROD1085,100,45
2212,Bandung-WH6,Jakarta-WH14,PROD1085,598,28
2213,Jakarta-WH7,Jakarta-WH14,PROD1085,598,51
2214,Surabaya-WH10,Bali-WH18,PROD1085,156,22
2215,Bali-WH11,Bali-WH17,PROD1085,416,21
2216,Bali-WH11,Bali-WH18,PROD1085,156,108
2217,Jakarta-WH12,Jakarta-WH14,PROD1085,598,76
2218,Surabaya-WH15,Bali-WH17,PROD1085,416,172
2219,Bandung-WH16,Bandung-WH9,PROD1085,552,146
2220,Surabaya-WH19,Surabaya-WH8,PROD1085,506,125
2221,Surabaya-WH19,Jakarta-WH14,PROD1085,598,17
2222,Surabaya-WH20,Surabaya-WH8,PROD1085,506,3
2223,Surabaya-WH20,Bali-WH17,PROD1085,416,10
2224,Supplier,Surabaya-WH1,PROD1085,504,504
2225,Supplier,Bandung-WH6,PROD1085,288,288
2226,Supplier,Jakarta-WH7,PROD1085,690,264
2227,Supplier,Surabaya-WH10,PROD1085,450,450
2228,Supplier,Bali-WH11,PROD1085,168,168
2229,Supplier,Surabaya-WH15,PROD1085,50,50
2230,Supplier,Bandung-WH16,PROD1085,520,520
2231,Jakarta-WH2,Jakarta-WH5,PROD1107,625,91
2232,Jakarta-WH2,Jakarta-WH13,PROD1107,425,366
2233,Bandung-WH3,Surabaya-WH20,PROD1107,576,93
2234,Bandung-WH6,Surabaya-WH1,PROD1107,672,84
2235,Bandung-WH6,Surabaya-WH4,PROD1107,450,40
2236,Bandung-WH6,Bali-WH17,PROD1107,425,155
2237,Surabaya-WH8,Surabaya-WH1,PROD1107,672,152
2238,Bandung-WH9,Surabaya-WH4,PROD1107,450,16
2239,Surabaya-WH10,Surabaya-WH1,PROD1107,672,205
2240,Bali-WH11,Bali-WH17,PROD1107,425,40
2241,Jakarta-WH12,Surabaya-WH4,PROD1107,450,40
2242,Jakarta-WH12,Jakarta-WH7,PROD1107,725,306
2243,Jakarta-WH14,Jakarta-WH5,PROD1107,625,100
2244,Jakarta-WH14,Jakarta-WH7,PROD1107,725,62
2245,Surabaya-WH15,Surabaya-WH1,PROD1107,672,211
2246,Surabaya-WH15,Surabaya-WH20,PROD1107,576,216
2247,Bandung-WH16,Surabaya-WH4,PROD1107,450,21
2248,Bali-WH18,Bali-WH17,PROD1107,425,112
2249,Surabaya-WH19,Surabaya-WH4,PROD1107,450,317
2250,Supplier,Jakarta-WH2,PROD1107,432,432
2251,Supplier,Bandung-WH3,PROD1107,250,250
2252,Supplier,Bandung-WH6,PROD1107,96,96
2253,Supplier,Surabaya-WH8,PROD1107,432,432
2254,Supplier,Bandung-WH9,PROD1107,750,750
2255,Supplier,Surabaya-WH10,PROD1107,484,484
2256,Supplier,Bali-WH11,PROD1107,200,200
2257,Supplier,Jakarta-WH12,PROD1107,648,648
2258,Supplier,Jakarta-WH14,PROD1107,200,200
2259,Supplier,Surabaya-WH15,PROD1107,525,525
2260,Supplier,Bandung-WH16,PROD1107,375,375
2261,Supplier,Bali-WH18,PROD1107,125,118
2262,Supplier,Surabaya-WH19,PROD1107,720,720
2263,Surabaya-WH1,Surabaya-WH10,PROD1017,475,85
2264,Jakarta-WH2,Bandung-WH6,PROD1017,552,23
2265,Jakarta-WH2,Jakarta-WH14,PROD1017,336,35
2266,Surabaya-WH4,Bali-WH11,PROD1017,324,106
2267,Jakarta-WH7,Bandung-WH3,PROD1017,625,33
2268,Jakarta-WH7,Jakarta-WH5,PROD1017,450,106
2269,Jakarta-WH7,Jakarta-WH14,PROD1017,336,159
2270,Bandung-WH9,Bandung-WH3,PROD1017,625,2
2271,Bandung-WH9,Bali-WH18,PROD1017,728,399
2272,Jakarta-WH12,Bandung-WH6,PROD1017,552,92
2273,Jakarta-WH12,Bandung-WH16,PROD1017,390,180
2274,Jakarta-WH13,Bandung-WH3,PROD1017,625,202
2275,Bali-WH17,Bali-WH11,PROD1017,324,56
2276,Bali-WH17,Bali-WH18,PROD1017,728,25
2277,Surabaya-WH19,Surabaya-WH10,PROD1017,475,186
2278,Surabaya-WH19,Bali-WH11,PROD1017,324,118
2279,Surabaya-WH20,Surabaya-WH8,PROD1017,264,97
2280,Surabaya-WH20,Surabaya-WH10,PROD1017,475,95
2281,Surabaya-WH20,Surabaya-WH15,PROD1017,276,14
2282,Supplier,Surabaya-WH1,PROD1017,100,100
2283,Supplier,Jakarta-WH2,PROD1017,100,100
2284,Supplier,Surabaya-WH4,PROD1017,504,504
2285,Supplier,Jakarta-WH7,PROD1017,391,391
2286,Supplier,Bandung-WH9,PROD1017,150,150
2287,Supplier,Jakarta-WH13,PROD1017,675,675
2288,Supplier,Bali-WH17,PROD1017,104,104
2289,Supplier,Bali-WH18,PROD1017,728,31
2290,Supplier,Surabaya-WH19,PROD1017,729,729
2291,Supplier,Surabaya-WH20,PROD1017,25,25
2292,Surabaya-WH1,Surabaya-WH4,PROD1032,528,55
2293,Bandung-WH3,Jakarta-WH13,PROD1032,96,21
2294,Bandung-WH6,Jakarta-WH5,PROD1032,676,78
2295,Bandung-WH6,Bali-WH18,PROD1032,437,228
2296,Jakarta-WH7,Jakarta-WH5,PROD1032,676,85
2297,Jakarta-WH7,Jakarta-WH14,PROD1032,675,134
2298,Surabaya-WH8,Bali-WH18,PROD1032,437,2
2299,Surabaya-WH8,Surabaya-WH19,PROD1032,156,135
2300,Surabaya-WH8,Surabaya-WH20,PROD1032,780,256
2301,Bandung-WH9,Bali-WH18,PROD1032,437,84
2302,Surabaya-WH10,Surabaya-WH4,PROD1032,528,193
2303,Surabaya-WH10,Surabaya-WH20,PROD1032,780,36
2304,Jakarta-WH12,Jakarta-WH5,PROD1032,676,124
2305,Surabaya-WH15,Bali-WH11,PROD1032,460,7
2306,Bandung-WH16,Jakarta-WH5,PROD1032,676,36
2307,Bali-WH17,Bali-WH11,PROD1032,460,137
